Timestamp,X,Y,Z
11940,2.529000759124756,3.4243509769439697,-0.0015146284131333232
12040,2.5279364585876465,3.4244329929351807,-0.0032619680278003216
12140,2.524472236633301,3.4276835918426514,-0.002263681497424841
12240,2.5269007682800293,3.4300405979156494,-0.004268308635801077
12340,2.524892807006836,3.4318366050720215,-0.0014644546899944544
12440,2.525485038757324,3.433500289916992,0.00042794615728780627
12540,2.5239224433898926,3.431213140487671,0.002189560793340206
12640,2.5258398056030273,3.436089277267456,0.004906579852104187
12740,2.5261318683624268,3.438943386077881,0.008288017474114895
12840,2.526331901550293,3.4431426525115967,0.01422591507434845
12940,2.525270462036133,3.4434549808502197,0.014577081426978111
13040,2.5230519771575928,3.445141315460205,0.020075757056474686
13140,2.526160478591919,3.4442138671875,0.02004501223564148
13240,2.5204713344573975,3.4400248527526855,0.023972133174538612
13340,2.5278542041778564,3.4366183280944824,0.027103345841169357
13440,2.526970624923706,3.4260005950927734,0.030149849131703377
13540,2.5259690284729004,3.409520149230957,0.029175423085689545
13640,2.521836757659912,3.3946454524993896,0.031533535569906235
13740,2.5195226669311523,3.3801562786102295,0.03093630261719227
13840,2.5100905895233154,3.3685550689697266,0.02889062650501728
13940,2.4959230422973633,3.3592090606689453,0.024976441636681557
14040,2.4713754653930664,3.351016044616699,0.01969733089208603
14140,2.4370179176330566,3.3488874435424805,0.017806241288781166
14240,2.417001962661743,3.3542654514312744,0.01616174355149269
14340,2.400022029876709,3.366849422454834,0.03602854907512665
14440,2.402393341064453,3.378387451171875,0.06626530736684799
14540,2.422269344329834,3.3883533477783203,0.09070152044296265
14640,2.4448235034942627,3.4034621715545654,0.11494743078947067
14740,2.4714701175689697,3.407665252685547,0.145985409617424
14840,2.4933650493621826,3.4053735733032227,0.18058525025844574
14940,2.5032999515533447,3.417387008666992,0.20552681386470795
15040,2.5114784240722656,3.4150331020355225,0.2322675585746765
15140,2.5101194381713867,3.4186766147613525,0.2857950031757355
15240,2.5060863494873047,3.415809154510498,0.342923104763031
15340,2.4958081245422363,3.4169259071350098,0.4073358476161957
15440,2.490799903869629,3.4214491844177246,0.48915132880210876
15540,2.4866065979003906,3.4214398860931396,0.5632384419441223
15640,2.4801065921783447,3.4182591438293457,0.6338678598403931
15740,2.470304250717163,3.4049739837646484,0.6923649311065674
15840,2.4809536933898926,3.393200159072876,0.7268223762512207
15940,2.5300209522247314,3.3630168437957764,0.7365821003913879
16040,2.571866989135742,3.3436710834503174,0.7508605718612671
16140,2.60184907913208,3.3250892162323,0.7709400057792664
16240,2.6142098903656006,3.3187124729156494,0.784944474697113
16340,2.601900339126587,3.328972578048706,0.8064874410629272
16440,2.5570404529571533,3.352411985397339,0.8207128047943115
16540,2.5182039737701416,3.392613172531128,0.8116447925567627
16640,2.4991302490234375,3.4329750537872314,0.8015065789222717
16740,2.479133367538452,3.448979377746582,0.8090773224830627
16840,2.4582910537719727,3.465620279312134,0.8108993172645569
16940,2.438302993774414,3.4596922397613525,0.8263330459594727
17040,2.4245412349700928,3.457732677459717,0.8358621597290039
17140,2.4176766872406006,3.441072463989258,0.8748818635940552
17240,2.423020839691162,3.410280466079712,0.9144914746284485
17340,2.4445712566375732,3.379318952560425,0.9551103115081787
17440,2.484980344772339,3.3556501865386963,0.9894155263900757
17540,2.5342321395874023,3.337089776992798,1.0149894952774048
17640,2.568666696548462,3.3234970569610596,1.038919448852539
17740,2.5801844596862793,3.316990852355957,1.0609030723571777
17840,2.5741798877716064,3.318897247314453,1.0731781721115112
17940,2.549088478088379,3.329376697540283,1.0827033519744873
18040,2.5131304264068604,3.344461441040039,1.080575704574585
18140,2.4684362411499023,3.3546485900878906,1.070940613746643
18240,2.427833080291748,3.3685948848724365,1.0614750385284424
18340,2.395045518875122,3.383671283721924,1.0462318658828735
18440,2.3742499351501465,3.3962104320526123,1.035110592842102
18540,2.3657443523406982,3.406989574432373,1.0268203020095825
18640,2.3673434257507324,3.416332244873047,1.0208094120025635
18740,2.3716492652893066,3.4234628677368164,1.0263116359710693
18840,2.3763113021850586,3.426576614379883,1.0356254577636719
18940,2.384409189224243,3.422832727432251,1.0492382049560547
19040,2.395299196243286,3.406829833984375,1.0539149045944214
19140,2.406834840774536,3.3941731452941895,1.0685904026031494
19240,2.4187824726104736,3.3854448795318604,1.0884722471237183
19340,2.435612440109253,3.3820137977600098,1.1055421829223633
